sequences\00\image_2\000696.png,-0.008779304,-0.9999481,0.005158145,718.856,718.856,0.005158168,-0.008779534,0.295541249,-0.503030249,,,,
sequences\00\image_2\000720.png,-0.007005405,-0.9999702,0.003243141,718.856,718.856,0.003243147,-0.007005499,0.185818617,-0.401385535,,,,
sequences\00\image_2\000744.png,-0.003706369,-0.9987324,-0.05019718,718.856,718.856,-0.050218285,-0.003711056,-2.877295769,-0.212627853,,,,
sequences\00\image_2\000768.png,0.01995138,-0.9988436,-0.04374105,718.856,718.856,-0.04375501,0.019971823,-2.506977415,1.144301147,,,,
sequences\00\image_2\000792.png,0.02987117,-0.9978834,-0.05776108,718.856,718.856,-0.057793247,0.029925593,-3.311309124,1.71461018,,,,
sequences\00\image_2\000816.png,0.04546706,-0.997409,-0.05574908,718.856,718.856,-0.055777998,0.045553635,-3.195843882,2.610031029,,,,
sequences\00\image_2\000840.png,0.01476679,-0.9986866,-0.04906143,718.856,718.856,-0.049081133,0.014785133,-2.812141795,0.847125707,,,,
sequences\00\image_2\000864.png,0.04123745,-0.9966773,-0.07024128,718.856,718.856,-0.070299168,0.041351341,-4.027845656,2.369257316,,,,
sequences\00\image_2\000888.png,0.02204334,-0.9987069,-0.04581066,718.856,718.856,-0.045826698,0.022068298,-2.625676403,1.264420334,,,,
sequences\00\image_2\000912.png,0.02817943,-0.9981624,-0.05364351,718.856,718.856,-0.053669271,0.028223811,-3.07502272,1.617105267,,,,
sequences\00\image_2\000936.png,0.01791488,-0.99799,-0.06078705,718.856,718.856,-0.060824548,0.017949034,-3.484989876,1.028403875,,,,
sequences\00\image_2\000960.png,-0.04422759,-0.9967431,-0.06743229,718.856,718.856,-0.067483499,-0.044343019,-3.866519655,-2.540667822,,,,
sequences\00\image_2\000984.png,-0.02941187,-0.9990521,-0.03208984,718.856,718.856,-0.03209535,-0.029431275,-1.838928098,-1.686287856,,,,
sequences\00\image_2\001008.png,0.006496391,-0.9986131,-0.05224648,718.856,718.856,-0.052270279,0.006505322,-2.994866365,0.372727471,,,,
sequences\00\image_2\001032.png,-0.008218533,-0.9990977,-0.04166875,718.856,718.856,-0.041680818,-0.00822577,-2.388134933,-0.47130189,,,,
sequences\00\image_2\001056.png,-0.02703532,-0.9983508,-0.05064366,718.856,718.856,-0.050665333,-0.027073364,-2.902909768,-1.551189479,,,,
sequences\00\image_2\001080.png,-0.03555275,-0.9986319,-0.0383431,718.856,718.856,-0.038352502,-0.035586427,-2.197436471,-2.038952052,,,,
sequences\00\image_2\001104.png,-0.02794833,-0.9983793,-0.04957379,718.856,718.856,-0.049594118,-0.02798639,-2.841533626,-1.603502055,,,,
sequences\00\image_2\001128.png,-0.04169966,-0.9989621,-0.01832317,718.856,718.856,-0.018324195,-0.041718765,-1.049899062,-2.390309159,,,,
sequences\00\image_2\001152.png,-0.01972934,-0.999542,0.02294439,718.856,718.856,0.022946404,-0.019735817,1.314732083,-1.130779042,,,,
sequences\00\image_2\001176.png,-0.0443384,-0.9990061,0.004576348,718.856,718.856,0.004576364,-0.044353405,0.262206341,-2.541262885,,,,
sequences\00\image_2\001200.png,0.001107404,-0.9998036,0.01978739,718.856,718.856,0.019788681,0.001107621,1.133807931,0.063462013,,,,
sequences\00\image_2\001224.png,-0.03397316,-0.9991091,0.02503419,718.856,718.856,0.025036806,-0.033990357,1.434503294,-1.947504025,,,,
sequences\00\image_2\001248.png,0.04662699,-0.9986633,0.02230435,718.856,718.856,0.0223062,0.046655518,1.278051103,2.67316427,,,,
sequences\00\image_2\001272.png,-0.02157604,-0.9993569,0.02863784,718.856,718.856,0.028641756,-0.021586571,1.64105173,-1.236819406,,,,
sequences\00\image_2\001296.png,-0.04074323,-0.9988424,0.02557092,718.856,718.856,0.025573708,-0.040767848,1.465265507,-2.335825652,,,,
sequences\00\image_2\001320.png,-0.05098192,-0.998355,0.02622996,718.856,718.856,0.026232969,-0.051021604,1.50303839,-2.923322578,,,,
sequences\00\image_2\001344.png,-0.05550483,-0.9981633,0.02427539,718.856,718.856,0.024277775,-0.055549755,1.391014035,-3.182766496,,,,
sequences\00\image_2\001368.png,-0.03138189,-0.9993428,0.01814046,718.856,718.856,0.018141455,-0.031392212,1.03942881,-1.798641236,,,,
sequences\00\image_2\001392.png,-0.06378608,-0.9979583,0.003241609,718.856,718.856,0.003241615,-0.063829751,0.18573084,-3.657175347,,,,
sequences\00\image_2\001416.png,-0.05351473,-0.9985214,-0.00954466,718.856,718.856,-0.009544805,-0.053542749,-0.546877039,-3.067773564,,,,
sequences\00\image_2\001440.png,-0.07601142,-0.9963453,-0.03896476,718.856,718.856,-0.038974626,-0.076142744,-2.233081605,-4.3626579,,,,
sequences\00\image_2\001464.png,-0.06750041,-0.996851,-0.04161449,718.856,718.856,-0.04162651,-0.067610432,-2.385023365,-3.873792401,,,,
sequences\00\image_2\001488.png,-0.07598927,-0.9961701,-0.043252,718.856,718.856,-0.043265497,-0.076133978,-2.478930369,-4.362155605,,,,
sequences\00\image_2\001512.png,-0.07752538,-0.9954397,-0.05558409,718.856,718.856,-0.055612752,-0.077723651,-3.18637597,-4.453237163,,,,
sequences\00\image_2\001536.png,-0.07507494,-0.9955897,-0.05625643,718.856,718.856,-0.056286146,-0.075265066,-3.224958588,-4.312370609,,,,
sequences\00\image_2\001560.png,-0.05406313,-0.9983365,-0.02003404,718.856,718.856,-0.02003538,-0.054100371,-1.147942738,-3.099722916,,,,
sequences\00\image_2\001584.png,-0.05422092,-0.9983449,0.01917241,718.856,718.856,0.019173585,-0.054257505,1.098565485,-3.108726019,,,,
sequences\00\image_2\001608.png,-0.02766332,-0.9994406,0.01879176,718.856,718.856,0.018792866,-0.027671738,1.076751916,-1.585473821,,,,
sequences\00\image_2\001632.png,-0.01411047,-0.9995419,0.0267729,718.856,718.856,0.026776099,-0.014115999,1.53415749,-0.808787184,,,,
sequences\00\image_2\001656.png,-0.05373385,-0.9985551,0.000523001,718.856,718.856,0.000523001,-0.053759752,0.029965751,-3.080206891,,,,
sequences\00\image_2\001680.png,-0.03584719,-0.9993475,-0.004419939,718.856,718.856,-0.004419953,-0.035855223,-0.253244675,-2.054352925,,,,
sequences\00\image_2\001704.png,-0.07145501,-0.9974383,0.003298161,718.856,718.856,0.003298167,-0.071516351,0.188971048,-4.097585072,,,,
sequences\00\image_2\001728.png,-0.0128947,-0.9999144,-0.002186549,718.856,718.856,-0.002186551,-0.012895089,-0.125280129,-0.738834181,,,,
sequences\00\image_2\001752.png,-0.02325411,-0.9996493,-0.01266591,718.856,718.856,-0.012666249,-0.023258073,-0.725722592,-1.332589448,,,,
sequences\00\image_2\001776.png,-0.01801482,-0.9996134,-0.02117933,718.856,718.856,-0.021180914,-0.018019837,-1.213576961,-1.032460581,,,,
sequences\00\image_2\001800.png,-0.0378204,-0.9991912,0.01365934,718.856,718.856,0.013659765,-0.037832953,0.782646872,-2.167668536,,,,
sequences\00\image_2\001824.png,0.001459851,-0.9998751,0.01573737,718.856,718.856,0.01573802,0.001460032,0.901722105,0.08365369,,,,
sequences\00\image_2\001848.png,-0.01433271,-0.9997485,0.01724807,718.856,718.856,0.017248925,-0.014335334,0.988290622,-0.821354109,,,,
sequences\00\image_2\001872.png,0.000300395,-0.9999216,0.01251947,718.856,718.856,0.012519797,0.000300419,0.717331532,0.017212732,,,,
sequences\00\image_2\001896.png,0.002692794,-0.9996054,0.02795799,718.856,718.856,0.027961634,0.00269385,1.602083588,0.154346263,,,,
sequences\00\image_2\001920.png,-0.02898077,-0.9995364,0.009325096,718.856,718.856,0.009325231,-0.028986091,0.534296388,-1.66078068,,,,
sequences\00\image_2\001944.png,-0.04097646,-0.9990929,0.0115906,718.856,718.856,0.01159086,-0.04099069,0.664107332,-2.348593538,,,,
sequences\00\image_2\001968.png,0.04249747,-0.9986956,0.02830248,718.856,718.856,0.02830626,0.04252732,1.621829225,2.436635928,,,,
sequences\00\image_2\001992.png,0.05277817,-0.9983143,0.02414478,718.856,718.856,0.024147127,0.052818117,1.38352844,3.026255186,,,,
sequences\00\image_2\002016.png,0.06582081,-0.9977343,0.01392618,718.856,718.856,0.01392663,0.065874825,0.797937132,3.774349471,,,,
sequences\00\image_2\002040.png,0.07054769,-0.9972751,0.0215719,718.856,718.856,0.021573573,0.070622804,1.236074706,4.046388586,,,,
sequences\00\image_2\002064.png,0.04763957,-0.9986302,0.02163492,718.856,718.856,0.021636608,0.047668777,1.239686329,2.73121975,,,,
sequences\00\image_2\002088.png,-0.007593788,-0.9999091,0.01113546,718.856,718.856,0.01113569,-0.007594332,0.638028047,-0.435123191,,,,
sequences\00\image_2\002112.png,-0.006785853,-0.9997343,0.02202735,718.856,718.856,0.022029132,-0.006787552,1.262176272,-0.388898097,,,,
sequences\00\image_2\002136.png,0.05395537,-0.997778,-0.03908681,718.856,718.856,-0.03909677,0.05402291,-2.240079886,3.095284715,,,,
sequences\00\image_2\002160.png,0.07602554,-0.9967221,-0.02766248,718.856,718.856,-0.027666009,0.076128155,-1.585145561,4.361821991,,,,
sequences\00\image_2\002184.png,-0.00758643,-0.9992966,-0.03672437,718.856,718.856,-0.03673263,-0.007591624,-2.104624664,-0.434968027,,,,
sequences\00\image_2\002208.png,-0.001192063,-0.9996462,-0.0265722,718.856,718.856,-0.026575328,-0.001192484,-1.522654135,-0.06832432,,,,
sequences\00\image_2\002232.png,0.005236514,-0.9994016,-0.03418883,718.856,718.856,-0.034195494,0.005239601,-1.95925748,0.30020705,,,,
sequences\00\image_2\002256.png,0.02370683,-0.9996854,-0.008191808,718.856,718.856,-0.0081919,0.023709847,-0.469361275,1.358474145,,,,
sequences\00\image_2\002280.png,0.002534266,-0.9997221,-0.0234351,718.856,718.856,-0.023437246,0.002534965,-1.342855258,0.145242798,,,,
sequences\00\image_2\002304.png,-0.005750594,-0.9991763,-0.04017019,718.856,718.856,-0.040181001,-0.005755271,-2.302201788,-0.329752745,,,,
sequences\00\image_2\002328.png,-0.01333916,-0.9994661,-0.02982369,718.856,718.856,-0.029828113,-0.013345493,-1.70902498,-0.764640438,,,,
sequences\00\image_2\002352.png,0.009759367,-0.9979647,-0.06301665,718.856,718.856,-0.063058432,0.009778959,-3.612982031,0.56029308,,,,
sequences\00\image_2\002376.png,-0.01870497,-0.9984729,-0.05198007,718.856,718.856,-0.052003506,-0.018731387,-2.979581427,-1.07322942,,,,
sequences\00\image_2\002400.png,-0.04447136,-0.9975313,-0.05434745,718.856,718.856,-0.054374239,-0.044551918,-3.115414436,-2.552636876,,,,
sequences\00\image_2\002424.png,-0.01501882,-0.9979465,-0.06226632,718.856,718.856,-0.062306626,-0.015048589,-3.569906692,-0.862220611,,,,
sequences\00\image_2\002448.png,0.01409269,-0.9996294,0.02329187,718.856,718.856,0.023293977,0.014096981,1.334646543,0.807697504,,,,
sequences\00\image_2\002472.png,-0.04127318,-0.9991295,0.006052836,718.856,718.856,0.006052873,-0.041285666,0.346804075,-2.365494438,,,,
sequences\00\image_2\002496.png,-0.01826667,-0.9998193,0.00525317,718.856,718.856,0.005253194,-0.018267939,0.300985854,-1.046675805,,,,
sequences\00\image_2\002520.png,-0.004500582,-0.9999583,0.00793891,718.856,718.856,0.007938993,-0.004500739,0.454870815,-0.257873366,,,,
sequences\00\image_2\002544.png,0.04129916,-0.9990326,0.01510884,718.856,718.856,0.015109415,0.041315627,0.865705704,2.367211061,,,,
sequences\00\image_2\002568.png,0.04373612,-0.9990177,0.007116624,718.856,718.856,0.007116684,0.043751187,0.407755962,2.506758373,,,,
sequences\00\image_2\002592.png,0.01927196,-0.9995298,0.02384592,718.856,718.856,0.02384818,0.019278637,1.366400091,1.104584545,,,,
sequences\00\image_2\002616.png,0.04628627,-0.9987468,0.01903439,718.856,718.856,0.01903554,0.046311212,1.090656078,2.653436991,,,,
sequences\00\image_2\002640.png,0.01774454,-0.9998288,0.005241646,718.856,718.856,0.00524167,0.017745715,0.300325569,1.016754596,,,,
sequences\00\image_2\002664.png,0.02443097,-0.9996299,0.01196036,718.856,718.856,0.011960645,0.024435151,0.685294489,1.400031017,,,,
sequences\00\image_2\002688.png,0.07048836,-0.9974684,0.009384972,718.856,718.856,0.00938511,0.070549978,0.53772718,4.042216,,,,
sequences\00\image_2\002712.png,-0.03398803,-0.9990914,0.02571077,718.856,718.856,0.025713604,-0.034005825,1.473280957,-1.948390279,,,,
sequences\00\image_2\002736.png,-0.03803515,-0.9988979,0.02750011,718.856,718.856,0.027503577,-0.038058729,1.575838905,-2.180604519,,,,
sequences\00\image_2\002760.png,-0.03011042,-0.9994198,0.0159206,718.856,718.856,0.015921273,-0.03011879,0.912221726,-1.725679526,,,,
sequences\00\image_2\002784.png,-0.03267794,-0.9993652,0.01418906,718.856,718.856,0.014189536,-0.032687051,0.813000535,-1.872830052,,,,
sequences\00\image_2\002808.png,-0.03561348,-0.9988444,0.03227171,718.856,718.856,0.032277314,-0.035639585,1.849353881,-2.041997822,,,,
sequences\00\image_2\002832.png,-0.01391212,-0.9989854,0.04283244,718.856,718.856,0.042845548,-0.013925349,2.454869053,-0.797863748,,,,
sequences\00\image_2\002856.png,-0.01863215,-0.9994726,0.02659642,718.856,718.856,0.026599557,-0.018639823,1.524042329,-1.067983173,,,,
sequences\00\image_2\002880.png,-0.01717988,-0.9998386,-0.005246274,718.856,718.856,-0.005246298,-0.017180963,-0.300590737,-0.984396642,,,,
sequences\00\image_2\002904.png,-0.03841487,-0.9991254,-0.01651379,718.856,718.856,-0.016514541,-0.038429568,-0.94621348,-2.201852048,,,,
sequences\00\image_2\002928.png,-0.03900491,-0.9989499,-0.02403555,718.856,718.856,-0.024037865,-0.039026087,-1.377268205,-2.236030095,,,,
sequences\00\image_2\002952.png,-0.02837081,-0.999416,-0.01904718,718.856,718.856,-0.019048332,-0.028379767,-1.091389024,-1.626040853,,,,
sequences\00\image_2\002976.png,-0.03017654,-0.9991608,-0.02769379,718.856,718.856,-0.027697331,-0.030192708,-1.586940179,-1.729914713,,,,
sequences\00\image_2\003000.png,0.01497334,-0.9966445,-0.08047052,718.856,718.856,-0.080557622,0.015022622,-4.615611744,0.860732838,,,,
sequences\00\image_2\003024.png,0.005257496,-0.9990759,-0.04265778,718.856,718.856,-0.042670728,0.00526231,-2.444852617,0.301508175,,,,
sequences\00\image_2\003048.png,0.03037359,-0.9981688,-0.05231017,718.856,718.856,-0.052334056,0.030419925,-2.998520531,1.74293334,,,,
sequences\00\image_2\003072.png,0.02786846,-0.9978657,-0.05905409,718.856,718.856,-0.059088468,0.027920809,-3.385519837,1.599744527,,,,
sequences\00\image_2\003096.png,-0.01623012,-0.9976422,-0.06668235,718.856,718.856,-0.066731867,-0.016267043,-3.823454322,-0.932032899,,,,
sequences\00\image_2\003120.png,-0.03664793,-0.9977656,-0.05586228,718.856,718.856,-0.055891375,-0.036713495,-3.202339887,-2.103528342,,,,
sequences\00\image_2\003144.png,-0.04942104,-0.9975247,-0.05001972,718.856,718.856,-0.050040602,-0.049503199,-2.867115271,-2.836324365,,,,
sequences\00\image_2\003168.png,-0.04578119,-0.9980964,-0.04132395,718.856,718.856,-0.04133572,-0.045836378,-2.368362317,-2.626231005,,,,
sequences\00\image_2\003192.png,-0.06596921,-0.9965232,-0.05088695,718.856,718.856,-0.050908937,-0.066102922,-2.916867255,-3.787418465,,,,
sequences\00\image_2\003216.png,-0.04562743,-0.9968807,-0.06439672,718.856,718.856,-0.064441311,-0.04573828,-3.692215173,-2.620610383,,,,
sequences\00\image_2\003240.png,-0.04351657,-0.9981635,-0.04214108,718.856,718.856,-0.042153563,-0.043569046,-2.415221242,-2.496322441,,,,
sequences\00\image_2\003264.png,-0.008985502,-0.9984892,-0.05420786,718.856,718.856,-0.054234443,-0.008998855,-3.107404711,-0.515596407,,,,
sequences\00\image_2\003288.png,0.003349706,-0.9983029,-0.05813764,718.856,718.856,-0.058170441,0.003355388,-3.332920741,0.192249563,,,,
sequences\00\image_2\003312.png,-0.01211792,-0.9987587,-0.04831323,718.856,718.856,-0.048332045,-0.012132385,-2.769222192,-0.695134477,,,,
sequences\00\image_2\003336.png,-0.02846943,-0.9982436,-0.05195402,718.856,718.856,-0.051977421,-0.028511793,-2.978086853,-1.633605418,,,,
sequences\00\image_2\003360.png,-0.03050758,-0.9972233,-0.06793337,718.856,718.856,-0.06798573,-0.030582988,-3.89529541,-1.752276123,,,,
sequences\00\image_2\003384.png,0.02854171,-0.9988959,-0.03731383,718.856,718.856,-0.037322494,0.028565486,-2.138421401,1.636681759,,,,
sequences\00\image_2\003408.png,-0.004221307,-0.999967,0.006939495,718.856,718.856,0.006939551,-0.004221421,0.397606967,-0.24186962,,,,
sequences\00\image_2\003432.png,0.0640429,-0.9967342,-0.0491865,718.856,718.856,-0.049206355,0.064164534,-2.81931644,3.676357012,,,,
sequences\00\image_2\003456.png,0.03958302,-0.9981787,-0.04552334,718.856,718.856,-0.045539078,0.039634477,-2.609196987,2.270888268,,,,
sequences\00\image_2\003480.png,0.02659324,-0.9983895,-0.05011064,718.856,718.856,-0.050131636,0.026629841,-2.872331144,1.525777491,,,,
sequences\00\image_2\003504.png,0.05872327,-0.9963435,-0.06205712,718.856,718.856,-0.06209702,0.058870675,-3.55789719,3.373041201,,,,
sequences\00\image_2\003528.png,0.05333978,-0.9981501,-0.02917454,718.856,718.856,-0.02917868,0.053387855,-1.67181523,3.058898774,,,,
sequences\00\image_2\003552.png,0.03287392,-0.9994499,0.00436919,718.856,718.856,0.004369204,0.03288016,0.250336943,1.883894386,,,,
sequences\00\image_2\003576.png,0.006461052,-0.9999372,0.009155627,718.856,718.856,0.009155755,0.006461368,0.524586115,0.370209108,,,,
sequences\00\image_2\003600.png,0.004418586,-0.9997424,0.02225954,718.856,718.856,0.022261379,0.004419696,1.275483042,0.253229913,,,,
sequences\00\image_2\003624.png,0.02732422,-0.9995769,0.009966724,718.856,718.856,0.009966889,0.02732898,0.571060675,1.565835211,,,,
sequences\00\image_2\003648.png,-0.002787789,-0.9999534,0.00924547,718.856,718.856,0.009245602,-0.002787912,0.529733958,-0.159735574,,,,
sequences\00\image_2\003672.png,0.006879654,-0.9999734,0.002402848,718.856,718.856,0.00240285,0.006879728,0.137673182,0.394179405,,,,
sequences\00\image_2\003696.png,-0.005510044,-0.9984873,-0.0547054,718.856,718.856,-0.054732723,-0.005518336,-3.135954016,-0.316177343,,,,
sequences\00\image_2\003720.png,0.02505128,-0.9982683,-0.05322442,718.856,718.856,-0.053249581,0.025089471,-3.050976278,1.437520786,,,,
sequences\00\image_2\003744.png,0.03748806,-0.9973203,-0.06282413,718.856,718.856,-0.06286553,0.037571098,-3.601929548,2.152665369,,,,
sequences\00\image_2\003768.png,0.009653659,-0.9990028,-0.04359198,718.856,718.856,-0.043605798,0.009662994,-2.498428179,0.553648801,,,,
sequences\00\image_2\003792.png,0.04548352,-0.998354,-0.03493593,718.856,718.856,-0.034943041,0.045527028,-2.002088748,2.608506583,,,,
sequences\00\image_2\003816.png,0.02559081,-0.9985102,-0.04819136,718.856,718.856,-0.048210033,0.025623383,-2.762231412,1.468111694,,,,
sequences\00\image_2\003840.png,0.03433893,-0.9983428,-0.04617938,718.856,718.856,-0.046195809,0.034382376,-2.646824885,1.969965045,,,,
sequences\00\image_2\003864.png,0.03098703,-0.997666,-0.0608461,718.856,718.856,-0.060883707,0.031049541,-3.488379466,1.779007658,,,,
sequences\00\image_2\003888.png,0.0225274,-0.9984952,-0.04999827,718.856,718.856,-0.050019125,0.022557523,-2.865884737,1.292450891,,,,
sequences\00\image_2\003912.png,-0.01630886,-0.9983834,-0.05444843,718.856,718.856,-0.054475369,-0.016333815,-3.121208743,-0.935858654,,,,
sequences\00\image_2\003936.png,0.04243392,-0.997203,-0.06152704,718.856,718.856,-0.061565925,0.042527284,-3.527467693,2.436633896,,,,
sequences\00\image_2\003960.png,0.01894212,-0.9981884,-0.05710573,718.856,718.856,-0.057136813,0.01897422,-3.273698252,1.087142752,,,,
sequences\00\image_2\003984.png,-0.08074269,-0.9956686,-0.0460941,718.856,718.856,-0.046110438,-0.080916874,-2.641933492,-4.636195393,,,,
sequences\00\image_2\004008.png,-0.07503229,-0.9962591,-0.04287041,718.856,718.856,-0.042883553,-0.075172116,-2.457046574,-4.30704499,,,,
sequences\00\image_2\004032.png,-0.09606595,-0.9940773,-0.05080987,718.856,718.856,-0.050831758,-0.09633915,-2.912445175,-5.519826718,,,,
sequences\00\image_2\004056.png,-0.0814272,-0.9958342,-0.04103436,718.856,718.856,-0.041045884,-0.081586323,-2.351755947,-4.674551995,,,,
sequences\00\image_2\004080.png,-0.09044385,-0.9950335,-0.04157206,718.856,718.856,-0.041584044,-0.090646191,-2.3825902,-5.193644166,,,,
sequences\00\image_2\004104.png,-0.1015451,-0.9943388,-0.03128769,718.856,718.856,-0.031292797,-0.101770425,-1.792945194,-5.831015858,,,,
sequences\00\image_2\004128.png,-0.0821951,-0.9961464,-0.0305983,718.856,718.856,-0.030603077,-0.082326573,-1.753427132,-4.716965162,,,,
sequences\00\image_2\004152.png,-0.1015375,-0.9946868,-0.01697726,718.856,718.856,-0.016978076,-0.101727504,-0.972772079,-5.828556616,,,,
sequences\00\image_2\004176.png,-0.08104193,-0.9964467,-0.02293968,718.856,718.856,-0.022941692,-0.081152304,-1.314462149,-4.649684544,,,,
sequences\00\image_2\004200.png,-0.08966506,-0.9959117,-0.01095906,718.856,718.856,-0.010959279,-0.08979105,-0.627920455,-5.14464822,,,,
sequences\00\image_2\004224.png,-0.05799796,-0.9981535,-0.01805052,718.856,718.856,-0.0180515,-0.058039991,-1.034274784,-3.325446553,,,,
sequences\00\image_2\004248.png,-0.09530672,-0.9953481,-0.01409582,718.856,718.856,-0.014096287,-0.095461115,-0.807657742,-5.469519,,,,
sequences\00\image_2\004272.png,-0.06840777,-0.9975604,-0.01391274,718.856,718.856,-0.013913189,-0.068467876,-0.797167002,-3.922920309,,,,
sequences\00\image_2\004296.png,-0.09739947,-0.9952373,-0.00399768,718.856,718.856,-0.003997691,-0.097554916,-0.229050802,-5.589484971,,,,
sequences\00\image_2\004320.png,-0.08413647,-0.9963213,-0.01627269,718.856,718.856,-0.016273408,-0.08424724,-0.932397611,-4.827011315,,,,
sequences\00\image_2\004344.png,-0.08571325,-0.9962332,-0.0131394,718.856,718.856,-0.013139778,-0.085825978,-0.752853829,-4.917466338,,,,
sequences\00\image_2\004368.png,-0.06102623,-0.998124,0.004928224,718.856,718.856,0.004928244,-0.061064915,0.282367579,-3.498761898,,,,
sequences\00\image_2\004392.png,0.01938938,-0.9992521,0.03345433,718.856,718.856,0.033460573,0.019401457,1.917149639,1.111621629,,,,
sequences\00\image_2\004416.png,-0.021499,-0.9992848,0.03110643,718.856,718.856,0.031111449,-0.021511069,1.782554703,-1.232493442,,,,
sequences\00\image_2\004440.png,0.003048275,-0.9993005,0.03727247,718.856,718.856,0.037281105,0.003050399,2.136049998,0.174775006,,,,
sequences\00\image_2\004464.png,-0.001536398,-0.9998023,0.01982155,718.856,718.856,0.019822848,-0.001536701,1.135765539,-0.088046459,,,,
sequences\00\image_2\004488.png,-3.35E-05,-0.9998573,0.01689237,718.856,718.856,0.016893173,-3.35E-05,0.967907543,-0.001919499,,,,
sequences\00\image_2\004512.png,0.009204457,-0.9997744,0.01914214,718.856,718.856,0.019143309,0.009206274,1.096830824,0.527480639,,,,
sequences\00\image_2\004536.png,0.003267539,-0.9999889,0.003400893,718.856,718.856,0.0034009,0.003267564,0.194857191,0.187217606,,,,
