00/image_2\000021.png,718.856,0.9990604,0.01351433,-0.04118029,-0.01432436,0.9997084,-0.01943894,0.04090558,0.02001055,0.9989626
00/image_2\000022.png,718.856,0.9990174,0.01304822,-0.04235654,-0.01386115,0.9997242,-0.01895579,0.04209752,0.01952427,0.9989227
00/image_2\000023.png,718.856,0.9989383,0.01325999,-0.04411963,-0.01413494,0.9997084,-0.0195787,0.04384715,0.02018154,0.9988343
00/image_2\000024.png,718.856,0.998912,0.01152857,-0.04518863,-0.01247777,0.9997062,-0.02077977,0.04493579,0.02132101,0.9987623
00/image_2\000025.png,718.856,0.99888,0.01128892,-0.04595003,-0.01218132,0.9997417,-0.0191876,0.04572155,0.01972584,0.9987594
00/image_2\000026.png,718.856,0.9988593,0.01299421,-0.04594914,-0.01370812,0.9997896,-0.0152561,0.04574123,0.01586857,0.9988272
00/image_2\000027.png,718.856,0.9988876,0.0137903,-0.04509495,-0.01432558,0.9998304,-0.0115685,0.04492776,0.01220164,0.9989157
00/image_2\000028.png,718.856,0.9989649,0.01285173,-0.0436358,-0.01325687,0.9998715,-0.009007757,0.04351442,0.009576906,0.9990068
00/image_2\000029.png,718.856,0.9990298,0.01265253,-0.04218321,-0.01299403,0.9998849,-0.007831284,0.04207926,0.008371815,0.9990791
00/image_2\000030.png,718.856,0.9990746,0.01289592,-0.04103309,-0.01333334,0.999857,-0.01040438,0.04089305,0.01094186,0.9991036
00/image_2\000031.png,718.856,0.9990967,0.0139101,-0.04015465,-0.01454998,0.9997711,-0.01568743,0.03992724,0.01625751,0.9990703
00/image_2\000032.png,718.856,0.9991533,0.01320645,-0.03896502,-0.01396325,0.9997178,-0.01921474,0.03870026,0.01974255,0.9990558
00/image_2\000033.png,718.856,0.9992105,0.01079096,-0.03823584,-0.01148611,0.9997718,-0.01800793,0.03803279,0.01843289,0.9991064
00/image_2\000034.png,718.856,0.9992215,0.009086312,-0.03839229,-0.009596057,0.9998679,-0.01311391,0.03826806,0.01347211,0.9991766
00/image_2\000035.png,718.856,0.9992105,0.005838117,-0.03929763,-0.006198498,0.9999398,-0.00905494,0.03924239,0.009291377,0.9991865
00/image_2\000036.png,718.856,0.999183,-0.001840283,-0.04037463,0.001460769,0.9999545,-0.009427292,0.04039014,0.009360611,0.9991401
00/image_2\000037.png,718.856,0.9991063,-0.004894794,-0.04198475,0.004337365,0.9999014,-0.01335777,0.04204599,0.01316373,0.9990289
00/image_2\000038.png,718.856,0.9990442,-0.004076714,-0.0435224,0.003306848,0.999837,-0.01774634,0.04358766,0.01758545,0.9988948
00/image_2\000041.png,718.856,0.9988708,-0.0002386257,-0.04750925,-0.0004151975,0.9999053,-0.01375168,0.04750803,0.01375587,0.9987761
00/image_2\000042.png,718.856,0.9988085,2.160348e-06,-0.04880145,-0.0006257569,0.9999183,-0.01276297,0.04879743,0.0127783,0.9987269
00/image_2\000043.png,718.856,0.9987592,0.0008809214,-0.04979299,-0.001403287,0.9999443,-0.01045676,0.04978101,0.01051366,0.9987048
00/image_2\000044.png,718.856,0.9987569,0.0004894213,-0.04984526,-0.0008210333,0.9999776,-0.006632571,0.0498409,0.00666525,0.9987349
00/image_2\000045.png,718.856,0.9987132,0.0064665,-0.05030151,-0.006722014,0.9999653,-0.004912121,0.050268,0.005243927,0.9987219
00/image_2\000046.png,718.856,0.9987143,0.006952179,-0.05021498,-0.007192513,0.9999635,-0.004606971,0.05018112,0.004962219,0.9987278
00/image_2\000047.png,718.856,0.9987083,0.006676282,-0.0503716,-0.007006772,0.999955,-0.00638728,0.05032669,0.006731971,0.9987101
00/image_2\000048.png,718.856,0.9987013,0.008983148,-0.05015069,-0.00945617,0.9999129,-0.009202712,0.05006365,0.009664992,0.9986992
00/image_2\000049.png,718.856,0.9986535,0.008808468,-0.05112439,-0.009296065,0.9999135,-0.009307503,0.05103798,0.009770225,0.9986489
00/image_2\000050.png,718.856,0.9986012,0.006863746,-0.05242779,-0.00728016,0.9999434,-0.007755765,0.05237159,0.008126598,0.9985945
00/image_2\000051.png,718.856,0.998554,0.007061951,-0.05329345,-0.007431486,0.9999497,-0.006738977,0.05324317,0.007125281,0.9985561
00/image_2\000052.png,718.856,0.9985154,0.009830435,-0.05357609,-0.01032218,0.999907,-0.008909522,0.05348352,0.009449317,0.998524
00/image_2\000053.png,718.856,0.9984686,0.0102379,-0.05436634,-0.01103255,0.9998363,-0.01433651,0.05421067,0.01491435,0.9984181
00/image_2\000054.png,718.856,0.9984385,0.01064895,-0.05483888,-0.0114946,0.9998195,-0.01512829,0.05466788,0.01573501,0.9983805
00/image_2\000055.png,718.856,0.9984274,0.01026893,-0.05511221,-0.01093885,0.9998697,-0.01186763,0.05498316,0.01245183,0.9984096
00/image_2\000056.png,718.856,0.9984356,0.007566176,-0.0554007,-0.008064009,0.999929,-0.008767995,0.05533043,0.009201029,0.9984256
00/image_2\000057.png,718.856,0.9984285,0.006348755,-0.05568046,-0.006799312,0.9999456,-0.007906116,0.05562724,0.008272279,0.9984173
00/image_2\000058.png,718.856,0.9984326,0.003282949,-0.05587138,-0.00377969,0.9999542,-0.00878744,0.05583997,0.008984842,0.9983992
00/image_2\000061.png,718.856,0.9982641,-0.004382863,-0.05873397,0.004075329,0.9999773,-0.005354817,0.05875611,0.005106161,0.9982593
00/image_2\000062.png,718.856,0.9982268,-0.00596474,-0.05922694,0.005986946,0.999982,0.0001974663,0.0592247,-0.0005517038,0.9982445
00/image_2\000063.png,718.856,0.9982022,-0.00440776,-0.05977459,0.004547914,0.9999872,0.002208854,0.05976408,-0.002476732,0.9982094
00/image_2\000064.png,718.856,0.9981161,-0.002919496,-0.06128511,0.002920554,0.9999957,-7.231076e-05,0.06128506,-0.0001068112,0.9981202
00/image_2\000065.png,718.856,0.9980242,-0.001762043,-0.06280674,0.001227247,0.9999627,-0.008552514,0.06281946,0.008458535,0.997989
00/image_2\000066.png,718.856,0.9979547,-0.0009592105,-0.0639183,5.024105e-05,0.9998989,-0.01422089,0.06392547,0.0141886,0.9978538
00/image_2\000067.png,718.856,0.9978643,0.004204986,-0.0651861,-0.005092497,0.9998965,-0.01345487,0.06512277,0.01375809,0.9977824
00/image_2\000068.png,718.856,0.9977905,0.007492613,-0.06601519,-0.0082063,0.9999107,-0.01054641,0.06593028,0.01106485,0.9977628
00/image_2\000069.png,718.856,0.9976764,0.01025448,-0.06735521,-0.01087073,0.9999023,-0.008789172,0.06725849,0.009500949,0.9976903
00/image_2\000070.png,718.856,0.9975909,0.01034502,-0.0685962,-0.0110335,0.9998924,-0.009665437,0.06848883,0.01039901,0.9975976
00/image_2\000071.png,718.856,0.9974616,0.01183547,-0.07021661,-0.01248174,0.9998836,-0.008772233,0.07010461,0.00962639,0.9974931
00/image_2\000072.png,718.856,0.9973396,0.0131838,-0.07169363,-0.01380046,0.9998718,-0.008112825,0.07157748,0.009080646,0.9973937
00/image_2\000073.png,718.856,0.9972258,0.01296774,-0.07329823,-0.0135235,0.9998834,-0.007090915,0.07319772,0.008062491,0.9972848
00/image_2\000074.png,718.856,0.9971241,0.01256612,-0.07473754,-0.01307757,0.9998942,-0.006357728,0.07464974,0.007316829,0.9971829
00/image_2\000075.png,718.856,0.9969894,0.01489953,-0.07609372,-0.01525772,0.9998751,-0.004127928,0.07602271,0.005276517,0.9970921
00/image_2\000076.png,718.856,0.9968772,0.01677181,-0.07716622,-0.01677976,0.999859,0.0005454462,0.07716449,0.0007510882,0.997018
00/image_2\000077.png,718.856,0.9966886,0.01928865,-0.07899331,-0.01916694,0.9998136,0.002298764,0.07902292,-0.0007770902,0.9968724
00/image_2\000078.png,718.856,0.9964961,0.02232345,-0.08060564,-0.02246983,0.9997471,-0.0009091952,0.08056495,0.002717205,0.9967456
00/image_2\000081.png,718.856,0.9962035,0.02236698,-0.0841333,-0.02381956,0.9995833,-0.01630112,0.08373364,0.01824325,0.9963211
00/image_2\000082.png,718.856,0.9960873,0.02480834,-0.08482128,-0.02599143,0.9995793,-0.01287207,0.08446625,0.01502633,0.996313
00/image_2\000083.png,718.856,0.9959529,0.02606958,-0.08601342,-0.02697536,0.999592,-0.009385091,0.08573366,0.01166735,0.9962497
00/image_2\000084.png,718.856,0.9959075,0.02291063,-0.08742661,-0.02409575,0.9996312,-0.01252425,0.08710742,0.01457961,0.9960922
00/image_2\000085.png,718.856,0.9960426,0.01503549,-0.08759638,-0.01662384,0.9997098,-0.0174314,0.08730887,0.0188186,0.9960035
00/image_2\000086.png,718.856,0.9961635,0.01044107,-0.08688679,-0.01249941,0.9996532,-0.02317957,0.08661463,0.02417667,0.9959484
00/image_2\000087.png,718.856,0.9963973,0.01211154,-0.08393973,-0.01414999,0.9996182,-0.02373245,0.08362024,0.02483469,0.9961881
00/image_2\000088.png,718.856,0.9966394,0.01770654,-0.07997749,-0.01941041,0.9995998,-0.02057726,0.07958113,0.0220605,0.9965842
00/image_2\000089.png,718.856,0.9970121,0.01664848,-0.07543122,-0.01801913,0.999684,-0.01752686,0.07511558,0.01883369,0.9969969
00/image_2\000090.png,718.856,0.9974633,0.01217037,-0.07013516,-0.01315774,0.9998205,-0.01363335,0.06995665,0.01452158,0.9974443
00/image_2\000091.png,718.856,0.998024,0.007887781,-0.06233726,-0.008483336,0.9999208,-0.009294846,0.062259,0.009805306,0.9980118
00/image_2\000092.png,718.856,0.9985955,0.01068615,-0.05189267,-0.01122407,0.9998861,-0.01008572,0.05177898,0.010654,0.9986017
00/image_2\000093.png,718.856,0.9991827,0.01624761,-0.03701415,-0.01664974,0.9998054,-0.01058172,0.03683502,0.01118935,0.9992587
00/image_2\000094.png,718.856,0.9995878,0.02136933,-0.01917552,-0.02156744,0.9997155,-0.01018473,0.01895242,0.0105941,0.9997642
00/image_2\000095.png,718.856,0.9997985,0.01993349,0.002394767,-0.01990872,0.9997522,-0.009958356,-0.002592678,0.009908671,0.9999475
00/image_2\000096.png,718.856,0.9994836,0.01619025,0.02775764,-0.01594,0.9998305,-0.009213406,-0.0279021,0.00876619,0.9995722
00/image_2\000097.png,718.856,0.9982814,0.01472502,0.05672377,-0.01430176,0.9998668,-0.007860647,-0.05683196,0.007035887,0.9983589
00/image_2\000098.png,718.856,0.9959138,0.01420072,0.08918593,-0.0136705,0.9998851,-0.006553178,-0.08926873,0.005307184,0.9959934
00/image_2\000101.png,718.856,0.9775146,0.01346779,0.2104374,-0.01236226,0.999902,-0.006568159,-0.2105053,0.003818988,0.9775852
00/image_2\000102.png,718.856,0.9660755,0.01536344,0.2578024,-0.01364848,0.9998712,-0.008440597,-0.2578989,0.004635642,0.9661607
00/image_2\000103.png,718.856,0.9507397,0.01607587,0.3095733,-0.013199,0.999848,-0.0113854,-0.3097093,0.006738488,0.9508074
00/image_2\000104.png,718.856,0.9313823,0.01599263,0.3636913,-0.01189395,0.999838,-0.0135066,-0.3638483,0.00825408,0.9314216
00/image_2\000105.png,718.856,0.9076306,0.01642664,0.4194484,-0.01094447,0.9998204,-0.01547307,-0.4196272,0.009453184,0.9076472
00/image_2\000106.png,718.856,0.8794214,0.01652575,0.4757573,-0.009195858,0.9998005,-0.01773051,-0.4759554,0.01121759,0.8793978
00/image_2\000107.png,718.856,0.847002,0.0146349,0.5313884,-0.004922887,0.999794,-0.01968841,-0.531567,0.01406015,0.8468995
00/image_2\000108.png,718.856,0.8111527,0.01400217,0.5846668,-0.002514888,0.9997876,-0.0204548,-0.584829,0.01512159,0.8110156
00/image_2\000109.png,718.856,0.7722941,0.01213857,0.6351492,-7.665609e-05,0.9998192,-0.01901471,-0.6352652,0.01463625,0.7721553
00/image_2\000110.png,718.856,0.7306835,0.0113909,0.6826214,-0.0002276654,0.9998648,-0.01644104,-0.6827163,0.01185778,0.7305872
00/image_2\000111.png,718.856,0.6869081,0.0100239,0.7266752,0.001642222,0.9998809,-0.01534491,-0.7267424,0.0117339,0.6868098
00/image_2\000112.png,718.856,0.6415606,0.00860591,0.7670241,0.0058016,0.999854,-0.01607086,-0.7670504,0.01476039,0.641417
00/image_2\000113.png,718.856,0.5961032,0.005416591,0.8028896,0.01299442,0.9997812,-0.01639257,-0.8028026,0.02020475,0.5959023
00/image_2\000114.png,718.856,0.5506435,0.006831839,0.8347126,0.01267694,0.9997827,-0.01654562,-0.8346443,0.01969233,0.5504372
00/image_2\000115.png,718.856,0.5045001,0.009750747,0.8633566,0.008934955,0.9998237,-0.01651313,-0.8633654,0.01604492,0.504324
00/image_2\000116.png,718.856,0.4602983,0.01148164,0.8876901,0.00870464,0.9998099,-0.0174455,-0.8877216,0.01575715,0.4601108
00/image_2\000117.png,718.856,0.4188673,0.009627242,0.9079964,0.01561927,0.9997194,-0.01780508,-0.9079131,0.0216402,0.4185994
00/image_2\000118.png,718.856,0.3806252,0.001378826,0.9247284,0.03173796,0.9993902,-0.01455374,-0.9241845,0.03488851,0.3803494
00/image_2\000121.png,718.856,0.2833112,0.008752363,0.9589881,0.02492263,0.9995534,-0.01648542,-0.9587041,0.028571,0.2829665
00/image_2\000122.png,718.856,0.2551133,0.01327093,0.9668201,0.01946154,0.9996327,-0.01885662,-0.9667153,0.02362638,0.2547613
00/image_2\000123.png,718.856,0.2298762,0.01514276,0.9731021,0.02080734,0.9995739,-0.02047003,-0.9729974,0.02495324,0.2294632
00/image_2\000124.png,718.856,0.206735,0.01580712,0.9782693,0.0274705,0.9993815,-0.02195352,-0.9780112,0.0314121,0.2061729
00/image_2\000125.png,718.856,0.1870149,0.02174817,0.9821163,0.036317,0.9989184,-0.02903574,-0.9816855,0.04109762,0.1860228
00/image_2\000126.png,718.856,0.1677054,0.02973015,0.9853888,0.0389192,0.9985663,-0.03675147,-0.9850686,0.04451395,0.1663079
00/image_2\000127.png,718.856,0.1501195,0.03105637,0.98818,0.03662397,0.9986458,-0.03694904,-0.9879892,0.04173784,0.1487788
00/image_2\000128.png,718.856,0.1346625,0.02612444,0.9905471,0.03409387,0.9989383,-0.03098074,-0.9903048,0.03794352,0.1336289
00/image_2\000129.png,718.856,0.1200339,0.02244059,0.9925162,0.03438479,0.9990507,-0.02674681,-0.9921741,0.03733797,0.1191484
00/image_2\000130.png,718.856,0.106645,0.0201568,0.9940929,0.03689254,0.9990258,-0.02421462,-0.9936124,0.03925697,0.1057975
00/image_2\000131.png,718.856,0.0948166,0.01910255,0.9953115,0.04091002,0.9988965,-0.02306858,-0.9946538,0.04290548,0.09393048
00/image_2\000132.png,718.856,0.08451437,0.01970806,0.9962274,0.04433756,0.9987397,-0.02351912,-0.9954353,0.04615798,0.08353405
00/image_2\000133.png,718.856,0.0761114,0.02033196,0.996892,0.04662512,0.9986258,-0.02392709,-0.9960086,0.04830132,0.07505883
00/image_2\000134.png,718.856,0.07011217,0.02055161,0.9973274,0.04845902,0.9985372,-0.02398322,-0.9963613,0.05001101,0.0690137
00/image_2\000135.png,718.856,0.0643362,0.02169879,0.9976924,0.04999818,0.9984379,-0.02493915,-0.9966749,0.05148728,0.06315079
00/image_2\000136.png,718.856,0.05805224,0.02266708,0.9980562,0.05045707,0.9983978,-0.0256097,-0.9970376,0.05184568,0.05681551
00/image_2\000137.png,718.856,0.05340714,0.02263529,0.9983163,0.05292689,0.9982736,-0.02546577,-0.9971692,0.05419782,0.05211692
00/image_2\000138.png,718.856,0.04996154,0.0224389,0.9984991,0.05465687,0.998188,-0.02516676,-0.9972544,0.05583219,0.04864457
00/image_2\000141.png,718.856,0.04207275,0.0210856,0.9988921,0.0619778,0.9977967,-0.02367295,-0.9971903,0.0629051,0.04067321
00/image_2\000142.png,718.856,0.04227179,0.02071974,0.9988913,0.06595748,0.997546,-0.02348308,-0.9969266,0.06687701,0.04080144
00/image_2\000143.png,718.856,0.0441034,0.02054931,0.9988156,0.06780199,0.9974216,-0.02351448,-0.9967235,0.06875874,0.0425964
00/image_2\000144.png,718.856,0.04733313,0.02077681,0.9986631,0.0702074,0.9972418,-0.02407483,-0.9964088,0.07125306,0.04574389
00/image_2\000145.png,718.856,0.0510726,0.02062413,0.998482,0.0709717,0.997184,-0.02422755,-0.9961699,0.07210131,0.04946505
00/image_2\000146.png,718.856,0.0548512,0.0187366,0.9983188,0.07237751,0.9971191,-0.02269077,-0.9958678,0.07350043,0.05333707
00/image_2\000147.png,718.856,0.05870203,0.01722669,0.9981269,0.07228987,0.9971527,-0.02146141,-0.9956546,0.07341427,0.05728957
00/image_2\000148.png,718.856,0.06263966,0.01506436,0.9979225,0.06951846,0.9973916,-0.01942003,-0.9956121,0.07059048,0.06142902
00/image_2\000149.png,718.856,0.0665983,0.01396403,0.9976822,0.06848,0.9974803,-0.01853246,-0.9954271,0.06955549,0.06547424
00/image_2\000150.png,718.856,0.07057071,0.01479215,0.9973971,0.06595721,0.9976326,-0.01946245,-0.9953237,0.067159,0.06942799
00/image_2\000151.png,718.856,0.07390613,0.01816167,0.9970998,0.06387777,0.9976948,-0.0229072,-0.9952173,0.06538548,0.07257563
00/image_2\000152.png,718.856,0.07513596,0.02442768,0.9968741,0.05827767,0.9978836,-0.0288449,-0.9954688,0.06026278,0.07355335
00/image_2\000153.png,718.856,0.07474794,0.02749119,0.9968235,0.05566893,0.997946,-0.03169656,-0.9956473,0.05786133,0.073064
00/image_2\000154.png,718.856,0.07476584,0.02757564,0.9968198,0.05324229,0.9980814,-0.03160395,-0.9957787,0.05543585,0.07315419
00/image_2\000155.png,718.856,0.07451993,0.02494887,0.9969074,0.05043155,0.9983135,-0.02875388,-0.9959434,0.05241831,0.07313604
00/image_2\000156.png,718.856,0.07437195,0.02433854,0.9969336,0.05132069,0.998284,-0.02820007,-0.9959091,0.0532606,0.07299525
00/image_2\000157.png,718.856,0.07447614,0.0232276,0.9969523,0.04903232,0.9984342,-0.02692503,-0.9960166,0.05088814,0.07322062
00/image_2\000158.png,718.856,0.07410208,0.02327013,0.9969792,0.04734121,0.9985185,-0.02682478,-0.9961263,0.04918596,0.07289066
00/image_2\000161.png,718.856,0.06992106,0.0254814,0.9972271,0.03897825,0.9988405,-0.02825561,-0.9967907,0.04084581,0.06884676
00/image_2\000162.png,718.856,0.06591466,0.0241763,0.9975324,0.03637502,0.9989837,-0.02661506,-0.997162,0.03803957,0.06496825
00/image_2\000163.png,718.856,0.06089788,0.02167742,0.9979086,0.03431028,0.9991278,-0.02379771,-0.9975541,0.03568775,0.06010101
00/image_2\000164.png,718.856,0.05454557,0.01931204,0.9983245,0.03223633,0.9992577,-0.0210914,-0.9979907,0.03333275,0.05388253
00/image_2\000165.png,718.856,0.04700058,0.01930296,0.9987084,0.03172229,0.9992801,-0.02080691,-0.998391,0.03265924,0.04635441
00/image_2\000166.png,718.856,0.0381621,0.02033872,0.9990646,0.03120822,0.9992809,-0.02153522,-0.9987841,0.03200084,0.03749992
00/image_2\000167.png,718.856,0.02806847,0.02112184,0.9993829,0.03180308,0.9992517,-0.02201229,-0.9990999,0.03240129,0.02737573
00/image_2\000168.png,718.856,0.01781185,0.02023573,0.9996366,0.03296529,0.9992397,-0.02081509,-0.9992977,0.03332406,0.01713123
00/image_2\000169.png,718.856,0.006968081,0.01874427,0.9998001,0.03197931,0.9993087,-0.01895795,-0.9994642,0.03210501,0.006363835
00/image_2\000170.png,718.856,-0.004213761,0.01806636,0.9998279,0.0333777,0.9992822,-0.01791584,-0.9994339,0.03329646,-0.004813748
00/image_2\000171.png,718.856,-0.01536171,0.01808549,0.9997185,0.03379189,0.9992746,-0.01755822,-0.9993108,0.03351264,-0.01596171
00/image_2\000172.png,718.856,-0.02648072,0.01872506,0.999474,0.03400306,0.9992628,-0.01782022,-0.9990708,0.03351327,-0.0270979
00/image_2\000173.png,718.856,-0.03725612,0.01985515,0.9991085,0.03374649,0.9992573,-0.01859973,-0.9987357,0.03302344,-0.03789849
00/image_2\000174.png,718.856,-0.04758921,0.02088992,0.9986486,0.03458039,0.9992164,-0.01925393,-0.9982682,0.03361737,-0.0482743
00/image_2\000175.png,718.856,-0.05718399,0.02164931,0.9981289,0.03548667,0.9991771,-0.01963898,-0.9977327,0.03429723,-0.05790519
00/image_2\000176.png,718.856,-0.06683215,0.0220867,0.9975198,0.03617941,0.9991511,-0.01969887,-0.997108,0.03477315,-0.0675745
00/image_2\000177.png,718.856,-0.07637784,0.02219893,0.9968318,0.03679438,0.9991339,-0.019431,-0.9963998,0.0351937,-0.07712847
00/image_2\000178.png,718.856,-0.08502155,0.02197809,0.9961367,0.03826025,0.9990913,-0.01877773,-0.9956442,0.03651592,-0.08578518
00/image_2\000181.png,718.856,-0.1017231,0.01749021,0.994659,0.04579707,0.9988677,-0.01288059,-0.993758,0.0442422,-0.102409
00/image_2\000182.png,718.856,-0.1045887,0.01626385,0.9943826,0.04754502,0.9988048,-0.01133542,-0.9933784,0.04609237,-0.1052369
00/image_2\000183.png,718.856,-0.1064238,0.01554435,0.9941994,0.04803206,0.9987908,-0.01047457,-0.99316,0.04663869,-0.1070417
00/image_2\000184.png,718.856,-0.1074152,0.01566224,0.9940909,0.04845889,0.99877,-0.01049981,-0.9930325,0.04704469,-0.108042
00/image_2\000185.png,718.856,-0.1066568,0.01685791,0.994153,0.0494948,0.9987067,-0.01162513,-0.9930632,0.04796549,-0.1073532
00/image_2\000186.png,718.856,-0.1039437,0.01811139,0.9944183,0.05064114,0.9986336,-0.0128948,-0.9932931,0.04901813,-0.1047188
00/image_2\000187.png,718.856,-0.09900439,0.01888729,0.9949078,0.05067771,0.9986181,-0.01391474,-0.9937957,0.04904201,-0.09982473
00/image_2\000188.png,718.856,-0.09158105,0.01937642,0.9956091,0.04996096,0.9986409,-0.01483978,-0.9945435,0.04838254,-0.09242464
00/image_2\000189.png,718.856,-0.08067749,0.01959419,0.9965477,0.04891325,0.99868,-0.01567626,-0.9955393,0.04747965,-0.08152941
00/image_2\000190.png,718.856,-0.06719239,0.01967589,0.997546,0.04841075,0.9986922,-0.01643767,-0.9965648,0.04718745,-0.06805703
00/image_2\000191.png,718.856,-0.0507211,0.02086047,0.998495,0.04714178,0.9987174,-0.01847044,-0.9975996,0.04613398,-0.05163944
00/image_2\000192.png,718.856,-0.03001449,0.02349433,0.9992733,0.04565938,0.9987123,-0.0221097,-0.998506,0.04496258,-0.03104857
00/image_2\000193.png,718.856,-0.00601273,0.02652506,0.9996301,0.04359308,0.9987047,-0.02623831,-0.9990312,0.04341918,-0.007161249
00/image_2\000194.png,718.856,0.02161174,0.02824599,0.9993674,0.04145875,0.9987156,-0.02912415,-0.9989064,0.04206193,0.02041294
00/image_2\000195.png,718.856,0.05426707,0.02797547,0.9981345,0.03943816,0.9987674,-0.03013741,-0.9977473,0.04100004,0.05309688
00/image_2\000196.png,718.856,0.09163408,0.02556617,0.9954645,0.03803664,0.9988509,-0.02915448,-0.995066,0.04053566,0.09055633
00/image_2\000197.png,718.856,0.1328286,0.02208643,0.9908929,0.03578779,0.9989928,-0.02706431,-0.9904927,0.03905678,0.1319044
00/image_2\000198.png,718.856,0.1770684,0.01742295,0.9840444,0.03263936,0.9991893,-0.02356422,-0.9836571,0.03629105,0.1763561
00/image_2\000213.png,718.856,0.8986353,0.01248378,0.4385189,-0.00475736,0.9998135,-0.01871374,-0.4386707,0.01473063,0.8985271
00/image_2\000214.png,718.856,0.9196509,0.01403544,0.392486,-0.00862986,0.9998421,-0.01553372,-0.392642,0.0108985,0.9196268
00/image_2\000215.png,718.856,0.9354383,0.02009299,0.3529185,-0.01677232,0.9997816,-0.01246502,-0.3530919,0.005740989,0.935571
00/image_2\000216.png,718.856,0.9478455,0.02467478,0.3177737,-0.02141611,0.9996761,-0.01374446,-0.3180099,0.006222142,0.9480669
00/image_2\000217.png,718.856,0.9575689,0.02703186,0.286934,-0.02398075,0.9996123,-0.01414319,-0.2872051,0.006662179,0.9578459
00/image_2\000218.png,718.856,0.9641795,0.02129999,0.2643943,-0.01820981,0.9997343,-0.01413344,-0.2646251,0.008812601,0.964311
00/image_2\000219.png,718.856,0.9684686,0.01824212,0.2484671,-0.0154248,0.9997928,-0.01328105,-0.2486579,0.009029716,0.9685492
00/image_2\000220.png,718.856,0.9715089,0.02227795,0.2359539,-0.01962485,0.9997151,-0.01358695,-0.2361893,0.008569285,0.9716692
00/image_2\000221.png,718.856,0.9736636,0.02774803,0.2262947,-0.02542298,0.9995898,-0.01318291,-0.2265677,0.007082631,0.9739696
00/image_2\000222.png,718.856,0.9747832,0.03487426,0.2204121,-0.03249051,0.9993678,-0.01443214,-0.220776,0.006906903,0.9753
00/image_2\000223.png,718.856,0.9751968,0.04130161,0.2174521,-0.03824103,0.9991016,-0.01826602,-0.2180111,0.009497371,0.9759
00/image_2\000224.png,718.856,0.9753059,0.04290914,0.2166502,-0.03946071,0.9990165,-0.0202201,-0.2173047,0.01117161,0.9760398
00/image_2\000225.png,718.856,0.974846,0.0420688,0.2188736,-0.03790111,0.9990119,-0.02320746,-0.2196337,0.01432814,0.9754771
00/image_2\000226.png,718.856,0.9740428,0.04025106,0.2227568,-0.03435475,0.9989508,-0.0302834,-0.223742,0.02184457,0.9744035
00/image_2\000227.png,718.856,0.9731349,0.04014621,0.2267087,-0.0329407,0.9988274,-0.03547901,-0.2278672,0.02705792,0.9733161
